City,District,Year,Month,141_area,142_area,143_area,Reported_Wheat/Barley,141_sample_count,142_sample_count,143_sample_count,Total Sample,141_rate,142_rate,143_rate
Aydin,Inci̇rli̇ova,2023,3,394.87,147.48,2015.5,1712.205,13,14,714,741,0.01754386,0.018893387,0.963562753
Aydin,Karacasu,2023,3,5648.06,921.89,1907.69,877.0212,13,14,714,741,0.01754386,0.018893387,0.963562753
Aydin,Karpuzlu,2023,3,285.8,25.29,1247.91,746.757,13,14,714,741,0.01754386,0.018893387,0.963562753
Aydin,Kocarli,2023,3,399.55,142.58,3337.11,2303.6211,13,14,714,741,0.01754386,0.018893387,0.963562753
Aydin,Kosk,2023,3,346.94,117.17,1726.53,998.4744,13,14,714,741,0.01754386,0.018893387,0.963562753
Aydin,Kusadasi,2023,3,17.76,55.76,343.65,353.9547,13,14,714,741,0.01754386,0.018893387,0.963562753
Aydin,Kuyucak,2023,3,830.44,170.05,5089.05,3063.2382,13,14,714,741,0.01754386,0.018893387,0.963562753
Aydin,Merkez,2023,3,867.24,339.42,7383.28,4427.181,13,14,714,741,0.01754386,0.018893387,0.963562753
Aydin,Nazi̇lli̇,2023,3,1459.86,223.33,7286.63,7055.631,13,14,714,741,0.01754386,0.018893387,0.963562753
Aydin,Soke,2023,3,489.67,1263.19,8403.07,6908.6259,13,14,714,741,0.01754386,0.018893387,0.963562753
Aydin,Sultanhi̇sar,2023,3,386.42,106.22,1801.19,2041.4889,13,14,714,741,0.01754386,0.018893387,0.963562753
Aydin,Yeni̇pazar,2023,3,1048.57,62.16,2793.85,1721.2635,13,14,714,741,0.01754386,0.018893387,0.963562753
Mugla,Bodrum,2023,3,78.62,42.36,1593.88,784.3374,13,14,714,741,0.01754386,0.018893387,0.963562753
Mugla,Dalaman,2023,3,545.95,119.11,2051.6,2738.6073,13,14,714,741,0.01754386,0.018893387,0.963562753
Mugla,Datca,2023,3,69.97,28.86,361.99,280.9818,13,14,714,741,0.01754386,0.018893387,0.963562753
Mugla,Fethi̇ye,2023,3,366.9,148.08,1129.84,1461.7251,13,14,714,741,0.01754386,0.018893387,0.963562753
Mugla,Kavaklidere,2023,3,749.11,353.66,385.96,842.4702,13,14,714,741,0.01754386,0.018893387,0.963562753
Mugla,Koycegi̇z,2023,3,680.06,322.9,2360.32,2949.4674,13,14,714,741,0.01754386,0.018893387,0.963562753
Mugla,Marmari̇s,2023,3,286.28,250.26,304.58,138.8277,13,14,714,741,0.01754386,0.018893387,0.963562753
Mugla,Merkez,2023,3,1725.93,1005.11,3527.07,5455.1574,13,14,714,741,0.01754386,0.018893387,0.963562753
Mugla,Mi̇las,2023,3,702.18,279.58,9757.2,8978.5278,13,14,714,741,0.01754386,0.018893387,0.963562753
Mugla,Ortaca,2023,3,68.9,55.26,2279.27,3570.1875,13,14,714,741,0.01754386,0.018893387,0.963562753
Mugla,Seydi̇kemer,2023,3,2861.13,1992.81,13913.02,16156.5129,13,14,714,741,0.01754386,0.018893387,0.963562753
Mugla,Ula,2023,3,140.94,104.41,1607.64,1936.4004,13,14,714,741,0.01754386,0.018893387,0.963562753
Mugla,Yatagan,2023,3,513.43,229.39,4268.94,5038.1595,13,14,714,741,0.01754386,0.018893387,0.963562753
Aydin,Bozdogan,2023,4,55.37,54.88,4704.8,2877.732,5,22,714,741,0.006747638,0.029689609,0.963562753
Aydin,Buharkent,2023,4,59.35,8.65,230.25,71.3691,5,22,714,741,0.006747638,0.029689609,0.963562753
Aydin,Ci̇ne,2023,4,62.87,13.76,4908.77,2117.4021,5,22,714,741,0.006747638,0.029689609,0.963562753
Aydin,Di̇di̇m,2023,4,0.25,10.27,2606.51,1352.934,5,22,714,741,0.006747638,0.029689609,0.963562753
Aydin,Germenci̇k,2023,4,0.33,12.26,1961.63,1775.2779,5,22,714,741,0.006747638,0.029689609,0.963562753
Aydin,Inci̇rli̇ova,2023,4,66.3,16.42,1942,1712.205,5,22,714,741,0.006747638,0.029689609,0.963562753
Aydin,Karacasu,2023,4,417.31,682.31,1578.67,877.0212,5,22,714,741,0.006747638,0.029689609,0.963562753
Aydin,Karpuzlu,2023,4,34.32,4.7,1129.36,746.757,5,22,714,741,0.006747638,0.029689609,0.963562753
Aydin,Kocarli,2023,4,20.45,21.9,3352.31,2303.6211,5,22,714,741,0.006747638,0.029689609,0.963562753
Aydin,Kosk,2023,4,31.78,16.55,1652.72,998.4744,5,22,714,741,0.006747638,0.029689609,0.963562753
Aydin,Kusadasi,2023,4,0.12,1.81,486.64,353.9547,5,22,714,741,0.006747638,0.029689609,0.963562753
Aydin,Kuyucak,2023,4,86.47,39.01,4932.05,3063.2382,5,22,714,741,0.006747638,0.029689609,0.963562753
Aydin,Merkez,2023,4,76.91,52.15,7240.79,4427.181,5,22,714,741,0.006747638,0.029689609,0.963562753
Aydin,Nazi̇lli̇,2023,4,150.12,118.07,7032.29,7055.631,5,22,714,741,0.006747638,0.029689609,0.963562753
Aydin,Soke,2023,4,1.59,96.02,9081.37,6908.6259,5,22,714,741,0.006747638,0.029689609,0.963562753
Aydin,Sultanhi̇sar,2023,4,17.35,26.24,1778.56,2041.4889,5,22,714,741,0.006747638,0.029689609,0.963562753
Aydin,Yeni̇pazar,2023,4,17.97,11.66,2648.83,1721.2635,5,22,714,741,0.006747638,0.029689609,0.963562753
Mugla,Bodrum,2023,4,0.53,3.36,1552.79,784.3374,5,22,714,741,0.006747638,0.029689609,0.963562753
Mugla,Dalaman,2023,4,46.83,43.09,2014.44,2738.6073,5,22,714,741,0.006747638,0.029689609,0.963562753
Mugla,Datca,2023,4,0.54,4.5,354.65,280.9818,5,22,714,741,0.006747638,0.029689609,0.963562753
Mugla,Fethi̇ye,2023,4,15.09,36.31,1041.99,1461.7251,5,22,714,741,0.006747638,0.029689609,0.963562753
Mugla,Kavaklidere,2023,4,38.22,59.35,408.84,842.4702,5,22,714,741,0.006747638,0.029689609,0.963562753
Mugla,Koycegi̇z,2023,4,18.11,43.14,2540.99,2949.4674,5,22,714,741,0.006747638,0.029689609,0.963562753
Mugla,Marmari̇s,2023,4,0.82,17.54,287.92,138.8277,5,22,714,741,0.006747638,0.029689609,0.963562753
Mugla,Merkez,2023,4,49.39,96.11,3605.8,5455.1574,5,22,714,741,0.006747638,0.029689609,0.963562753
Mugla,Mi̇las,2023,4,25.24,60.05,9686.84,8978.5278,5,22,714,741,0.006747638,0.029689609,0.963562753
Mugla,Ortaca,2023,4,7.6,34.78,2197.65,3570.1875,5,22,714,741,0.006747638,0.029689609,0.963562753
Mugla,Seydi̇kemer,2023,4,85.14,217.64,16073.46,16156.5129,5,22,714,741,0.006747638,0.029689609,0.963562753
Mugla,Ula,2023,4,5.55,16.2,1574.64,1936.4004,5,22,714,741,0.006747638,0.029689609,0.963562753
Mugla,Yatagan,2023,4,11.6,35.03,4329.77,5038.1595,5,22,714,741,0.006747638,0.029689609,0.963562753
Aydin,Bozdogan,2024,1,218.46,2539.38,3782.14,,16,27,186,229,0.069868996,0.11790393,0.812227074
Aydin,Buharkent,2024,1,44.51,466.7,266.91,,16,27,186,229,0.069868996,0.11790393,0.812227074
Aydin,Ci̇ne,2024,1,110.61,780.46,4976.27,,16,27,186,229,0.069868996,0.11790393,0.812227074
Aydin,Di̇di̇m,2024,1,432.85,1219.28,2294.8,,16,27,186,229,0.069868996,0.11790393,0.812227074
Aydin,Germenci̇k,2024,1,548.97,1740.58,2198.64,,16,27,186,229,0.069868996,0.11790393,0.812227074
Aydin,Inci̇rli̇ova,2024,1,283.47,1198.38,1756.99,,16,27,186,229,0.069868996,0.11790393,0.812227074
Aydin,Karacasu,2024,1,248.36,2713.15,1048.72,,16,27,186,229,0.069868996,0.11790393,0.812227074
Aydin,Karpuzlu,2024,1,12.3,194.22,1326.33,,16,27,186,229,0.069868996,0.11790393,0.812227074
Aydin,Kocarli,2024,1,350.9,2101.93,3018.61,,16,27,186,229,0.069868996,0.11790393,0.812227074
Aydin,Kosk,2024,1,88.39,523.02,1562.27,,16,27,186,229,0.069868996,0.11790393,0.812227074
Aydin,Kusadasi,2024,1,72.51,294.65,494.91,,16,27,186,229,0.069868996,0.11790393,0.812227074
Aydin,Kuyucak,2024,1,58.27,574.95,3175.01,,16,27,186,229,0.069868996,0.11790393,0.812227074
Aydin,Merkez,2024,1,392.72,2673.46,5940.73,,16,27,186,229,0.069868996,0.11790393,0.812227074
Aydin,Nazi̇lli̇,2024,1,114.66,1729.06,5022.77,,16,27,186,229,0.069868996,0.11790393,0.812227074
Aydin,Soke,2024,1,2698.26,8518.3,9266.2,,16,27,186,229,0.069868996,0.11790393,0.812227074
Aydin,Sultanhi̇sar,2024,1,92.3,590.52,1180.37,,16,27,186,229,0.069868996,0.11790393,0.812227074
Aydin,Yeni̇pazar,2024,1,73.27,705.8,2211.49,,16,27,186,229,0.069868996,0.11790393,0.812227074
Mugla,Bodrum,2024,1,72.58,366.45,1580.78,,16,27,186,229,0.069868996,0.11790393,0.812227074
Mugla,Dalaman,2024,1,33.39,563.38,999.31,,16,27,186,229,0.069868996,0.11790393,0.812227074
Mugla,Datca,2024,1,16.35,120.45,257.75,,16,27,186,229,0.069868996,0.11790393,0.812227074
Mugla,Fethi̇ye,2024,1,41.94,345.94,560.24,,16,27,186,229,0.069868996,0.11790393,0.812227074
Mugla,Kavaklidere,2024,1,44.35,410.81,176.12,,16,27,186,229,0.069868996,0.11790393,0.812227074
Mugla,Koycegi̇z,2024,1,96.41,241.48,509.82,,16,27,186,229,0.069868996,0.11790393,0.812227074
Mugla,Marmari̇s,2024,1,22.76,190.98,249.27,,16,27,186,229,0.069868996,0.11790393,0.812227074
Mugla,Merkez,2024,1,213.39,1549.36,1532.37,,16,27,186,229,0.069868996,0.11790393,0.812227074
Mugla,Mi̇las,2024,1,334.47,1940.82,8433.04,,16,27,186,229,0.069868996,0.11790393,0.812227074
Mugla,Ortaca,2024,1,22.33,330.26,946.65,,16,27,186,229,0.069868996,0.11790393,0.812227074
Mugla,Seydi̇kemer,2024,1,384.05,2337.59,3601.72,,16,27,186,229,0.069868996,0.11790393,0.812227074
Mugla,Ula,2024,1,74.95,356.56,1326.89,,16,27,186,229,0.069868996,0.11790393,0.812227074
Mugla,Yatagan,2024,1,137.33,1556.93,2399.39,,16,27,186,229,0.069868996,0.11790393,0.812227074
Aydin,Bozdogan,2024,2,15.85,2372.69,3980.96,,2,13,214,229,0.008733624,0.056768559,0.934497817
Aydin,Buharkent,2024,2,9.99,610.2,247.36,,2,13,214,229,0.008733624,0.056768559,0.934497817
Aydin,Ci̇ne,2024,2,12.13,1139.2,5348.07,,2,13,214,229,0.008733624,0.056768559,0.934497817
Aydin,Di̇di̇m,2024,2,7.72,1422.93,2254.02,,2,13,214,229,0.008733624,0.056768559,0.934497817
Aydin,Germenci̇k,2024,2,9.53,2301.55,2477.53,,2,13,214,229,0.008733624,0.056768559,0.934497817
Aydin,Inci̇rli̇ova,2024,2,7.9,1429.19,1892.23,,2,13,214,229,0.008733624,0.056768559,0.934497817
Aydin,Karacasu,2024,2,13.27,3357.82,893.35,,2,13,214,229,0.008733624,0.056768559,0.934497817
Aydin,Karpuzlu,2024,2,2.15,247.21,1402.79,,2,13,214,229,0.008733624,0.056768559,0.934497817
Aydin,Kocarli,2024,2,4.72,2506.33,3098.02,,2,13,214,229,0.008733624,0.056768559,0.934497817
Aydin,Kosk,2024,2,3.43,410.42,1706.43,,2,13,214,229,0.008733624,0.056768559,0.934497817
Aydin,Kusadasi,2024,2,3.54,301.7,439.13,,2,13,214,229,0.008733624,0.056768559,0.934497817
Aydin,Kuyucak,2024,2,33.76,1086.96,3493.56,,2,13,214,229,0.008733624,0.056768559,0.934497817
Aydin,Merkez,2024,2,27.35,2720.08,6720.37,,2,13,214,229,0.008733624,0.056768559,0.934497817
Aydin,Nazi̇lli̇,2024,2,61.16,1480.86,5261.5,,2,13,214,229,0.008733624,0.056768559,0.934497817
Aydin,Soke,2024,2,30.17,9637.28,8706.63,,2,13,214,229,0.008733624,0.056768559,0.934497817
Aydin,Sultanhi̇sar,2024,2,7.15,492.81,1230.29,,2,13,214,229,0.008733624,0.056768559,0.934497817
Aydin,Yeni̇pazar,2024,2,11.28,669.35,2358.05,,2,13,214,229,0.008733624,0.056768559,0.934497817
Mugla,Bodrum,2024,2,9.71,471.71,1642.05,,2,13,214,229,0.008733624,0.056768559,0.934497817
Mugla,Dalaman,2024,2,23.19,650.03,1249.33,,2,13,214,229,0.008733624,0.056768559,0.934497817
Mugla,Datca,2024,2,1.82,104.57,240.58,,2,13,214,229,0.008733624,0.056768559,0.934497817
Mugla,Fethi̇ye,2024,2,14.66,446.35,614,,2,13,214,229,0.008733624,0.056768559,0.934497817
Mugla,Kavaklidere,2024,2,5.92,413.81,174.32,,2,13,214,229,0.008733624,0.056768559,0.934497817
Mugla,Koycegi̇z,2024,2,18.06,344.47,652.26,,2,13,214,229,0.008733624,0.056768559,0.934497817
Mugla,Marmari̇s,2024,2,7.09,294.52,323.64,,2,13,214,229,0.008733624,0.056768559,0.934497817
Mugla,Merkez,2024,2,35.19,1994.33,1850.82,,2,13,214,229,0.008733624,0.056768559,0.934497817
Mugla,Mi̇las,2024,2,22.71,1767.58,9957.82,,2,13,214,229,0.008733624,0.056768559,0.934497817
Mugla,Ortaca,2024,2,4.96,346.51,1204.31,,2,13,214,229,0.008733624,0.056768559,0.934497817
Mugla,Seydi̇kemer,2024,2,189.59,3236.42,4781.22,,2,13,214,229,0.008733624,0.056768559,0.934497817
Mugla,Ula,2024,2,14.83,410.23,1600.09,,2,13,214,229,0.008733624,0.056768559,0.934497817
Mugla,Yatagan,2024,2,9.9,1304.81,2833.32,,2,13,214,229,0.008733624,0.056768559,0.934497817
Kahramanmaras,Afsin,2023,1,20624.18,4752.52,52.84,25049.5,193,177,306,676,0.285502959,0.26183432,0.452662722
Kahramanmaras,Andirin,2023,1,666.01,724.77,943.63,11091.56,193,177,306,676,0.285502959,0.26183432,0.452662722
Kahramanmaras,Caglayancerit,2023,1,952.72,147.65,139.16,2897.43,193,177,306,676,0.285502959,0.26183432,0.452662722
Kahramanmaras,Dulkadiroglu,2023,1,1201.31,3811.09,7517.41,16422.41,193,177,306,676,0.285502959,0.26183432,0.452662722
Kahramanmaras,Ekinozu,2023,1,4536.88,1389.47,40.04,4112.34,193,177,306,676,0.285502959,0.26183432,0.452662722
Kahramanmaras,Elbistan,2023,1,33275.29,3187.28,143.88,30664.57,193,177,306,676,0.285502959,0.26183432,0.452662722
Kahramanmaras,Goksun,2023,1,5167.87,1077.56,33.44,8233.73,193,177,306,676,0.285502959,0.26183432,0.452662722
Kahramanmaras,Nurhak,2023,1,3408.26,253.69,7.43,2157.3,193,177,306,676,0.285502959,0.26183432,0.452662722
Kahramanmaras,Oniki Subat,2023,1,2494.91,3162.61,2124.9,19978.45,193,177,306,676,0.285502959,0.26183432,0.452662722
Kahramanmaras,Pazarcik,2023,1,2040.65,5645.86,8504.38,19555.94,193,177,306,676,0.285502959,0.26183432,0.452662722
Kahramanmaras,Turkoglu,2023,1,433.22,4501.74,6543.22,13306.81,193,177,306,676,0.285502959,0.26183432,0.452662722
Kahramanmaras,Afsin,2023,2,18695.31,4352.95,0.1,25049.5,166,135,374,675,0.245925926,0.2,0.554074074
Kahramanmaras,Andirin,2023,2,444.3,270.85,630.18,11091.56,166,135,374,675,0.245925926,0.2,0.554074074
Kahramanmaras,Caglayancerit,2023,2,394.07,121.62,34.42,2897.43,166,135,374,675,0.245925926,0.2,0.554074074
Kahramanmaras,Dulkadiroglu,2023,2,673.32,2318.32,9415.83,16422.41,166,135,374,675,0.245925926,0.2,0.554074074
Kahramanmaras,Ekinozu,2023,2,2879.44,1322.55,2.64,4112.34,166,135,374,675,0.245925926,0.2,0.554074074
Kahramanmaras,Elbistan,2023,2,25848.14,3025.05,1.06,30664.57,166,135,374,675,0.245925926,0.2,0.554074074
Kahramanmaras,Goksun,2023,2,1981.73,230.94,0.63,8233.73,166,135,374,675,0.245925926,0.2,0.554074074
Kahramanmaras,Nurhak,2023,2,1288.3,15.06,0,2157.3,166,135,374,675,0.245925926,0.2,0.554074074
Kahramanmaras,Oniki Subat,2023,2,1470.45,2046.34,3224.22,19978.45,166,135,374,675,0.245925926,0.2,0.554074074
Kahramanmaras,Pazarcik,2023,2,1250.38,4559.36,9618.83,19555.94,166,135,374,675,0.245925926,0.2,0.554074074
Kahramanmaras,Turkoglu,2023,2,490.31,3008.62,7832.77,13306.81,166,135,374,675,0.245925926,0.2,0.554074074
Kahramanmaras,Afsin,2023,3,3330,11668.64,10893.3,25049.5,35,90,541,666,0.052552553,0.135135135,0.812312312
Kahramanmaras,Andirin,2023,3,48.34,49.93,1527.25,11091.56,35,90,541,666,0.052552553,0.135135135,0.812312312
Kahramanmaras,Caglayancerit,2023,3,252.51,136.94,480.21,2897.43,35,90,541,666,0.052552553,0.135135135,0.812312312
Kahramanmaras,Dulkadiroglu,2023,3,122.91,242.25,12514.58,16422.41,35,90,541,666,0.052552553,0.135135135,0.812312312
Kahramanmaras,Ekinozu,2023,3,686.31,1648.83,2059.6,4112.34,35,90,541,666,0.052552553,0.135135135,0.812312312
Kahramanmaras,Elbistan,2023,3,12005.24,13036.22,6801.35,30664.57,35,90,541,666,0.052552553,0.135135135,0.812312312
Kahramanmaras,Goksun,2023,3,1173.41,184.25,1506.08,8233.73,35,90,541,666,0.052552553,0.135135135,0.812312312
Kahramanmaras,Nurhak,2023,3,973.63,87.23,173.06,2157.3,35,90,541,666,0.052552553,0.135135135,0.812312312
Kahramanmaras,Oniki Subat,2023,3,247.96,661.44,5603.75,19978.45,35,90,541,666,0.052552553,0.135135135,0.812312312
Kahramanmaras,Pazarcik,2023,3,202.75,683.85,15532.17,19555.94,35,90,541,666,0.052552553,0.135135135,0.812312312
Kahramanmaras,Turkoglu,2023,3,32.39,134.21,11217.96,13306.81,35,90,541,666,0.052552553,0.135135135,0.812312312
Kahramanmaras,Afsin,2023,4,216.2,3694.52,18925.04,25049.5,7,25,644,676,0.01035503,0.036982249,0.952662722
Kahramanmaras,Andirin,2023,4,1.54,185.37,3563.5,11091.56,7,25,644,676,0.01035503,0.036982249,0.952662722
Kahramanmaras,Caglayancerit,2023,4,0.49,134.8,847.94,2897.43,7,25,644,676,0.01035503,0.036982249,0.952662722
Kahramanmaras,Dulkadiroglu,2023,4,1.71,94.12,13228.4,16422.41,7,25,644,676,0.01035503,0.036982249,0.952662722
Kahramanmaras,Ekinozu,2023,4,1.77,558.68,3111.74,4112.34,7,25,644,676,0.01035503,0.036982249,0.952662722
Kahramanmaras,Elbistan,2023,4,615.21,8543.2,17386.2,30664.57,7,25,644,676,0.01035503,0.036982249,0.952662722
Kahramanmaras,Goksun,2023,4,0.12,1300.93,2011.57,8233.73,7,25,644,676,0.01035503,0.036982249,0.952662722
Kahramanmaras,Nurhak,2023,4,0.32,1125.24,346.21,2157.3,7,25,644,676,0.01035503,0.036982249,0.952662722
Kahramanmaras,Oniki Subat,2023,4,3.18,182.8,7497.64,19978.45,7,25,644,676,0.01035503,0.036982249,0.952662722
Kahramanmaras,Pazarcik,2023,4,16.7,79.59,17308.9,19555.94,7,25,644,676,0.01035503,0.036982249,0.952662722
Kahramanmaras,Turkoglu,2023,4,1.78,60.34,11781.51,13306.81,7,25,644,676,0.01035503,0.036982249,0.952662722
Kahramanmaras,Afsin,2024,1,597.12,207.6,2.06,,11,34,68,113,0.097345133,0.300884956,0.601769912
Kahramanmaras,Andirin,2024,1,113.59,218.25,387.5,,11,34,68,113,0.097345133,0.300884956,0.601769912
Kahramanmaras,Caglayancerit,2024,1,68.42,74.85,3.57,,11,34,68,113,0.097345133,0.300884956,0.601769912
Kahramanmaras,Dulkadiroglu,2024,1,2148.27,3126.84,4435.43,,11,34,68,113,0.097345133,0.300884956,0.601769912
Kahramanmaras,Ekinozu,2024,1,332.86,315.32,1.87,,11,34,68,113,0.097345133,0.300884956,0.601769912
Kahramanmaras,Elbistan,2024,1,1382.96,265.82,1.45,,11,34,68,113,0.097345133,0.300884956,0.601769912
Kahramanmaras,Goksun,2024,1,427.62,573.53,2.61,,11,34,68,113,0.097345133,0.300884956,0.601769912
Kahramanmaras,Nurhak,2024,1,426.58,366,0.37,,11,34,68,113,0.097345133,0.300884956,0.601769912
Kahramanmaras,Oniki Subat,2024,1,1015.31,1801.04,905.88,,11,34,68,113,0.097345133,0.300884956,0.601769912
Kahramanmaras,Pazarcik,2024,1,2383.06,2950.41,4372.84,,11,34,68,113,0.097345133,0.300884956,0.601769912
Kahramanmaras,Turkoglu,2024,1,1489.84,3433.99,3190.1,,11,34,68,113,0.097345133,0.300884956,0.601769912
Kahramanmaras,Afsin,2024,2,1647.14,195.08,70.15,,8,11,94,113,0.07079646,0.097345133,0.831858407
Kahramanmaras,Andirin,2024,2,25.24,45.07,245.99,,8,11,94,113,0.07079646,0.097345133,0.831858407
Kahramanmaras,Caglayancerit,2024,2,73.61,37.09,26.84,,8,11,94,113,0.07079646,0.097345133,0.831858407
Kahramanmaras,Dulkadiroglu,2024,2,1783.81,1400.75,7571.61,,8,11,94,113,0.07079646,0.097345133,0.831858407
Kahramanmaras,Ekinozu,2024,2,432.09,161.28,38.29,,8,11,94,113,0.07079646,0.097345133,0.831858407
Kahramanmaras,Elbistan,2024,2,2860.97,341.36,70.71,,8,11,94,113,0.07079646,0.097345133,0.831858407
Kahramanmaras,Goksun,2024,2,335.9,222.96,45.43,,8,11,94,113,0.07079646,0.097345133,0.831858407
Kahramanmaras,Nurhak,2024,2,145.88,150.25,8.12,,8,11,94,113,0.07079646,0.097345133,0.831858407
Kahramanmaras,Oniki Subat,2024,2,721.25,1050.95,2225.27,,8,11,94,113,0.07079646,0.097345133,0.831858407
Kahramanmaras,Pazarcik,2024,2,1955.88,1109.52,7557.86,,8,11,94,113,0.07079646,0.097345133,0.831858407
Kahramanmaras,Turkoglu,2024,2,1125.28,941.5,6599.26,,8,11,94,113,0.07079646,0.097345133,0.831858407
Aydin,Bozdogan,2024,3,697.77,0,3675.25,,13,0,216,229,0.056768559,0,0.943231441
Aydin,Buharkent,2024,3,122.06,0,63.92,,13,0,216,229,0.056768559,0,0.943231441
Aydin,Ci̇ne,2024,3,568.66,0,5018.35,,13,0,216,229,0.056768559,0,0.943231441
Aydin,Di̇di̇m,2024,3,1269.73,0,1965.21,,13,0,216,229,0.056768559,0,0.943231441
Aydin,Germenci̇k,2024,3,2618.77,0,2096.81,,13,0,216,229,0.056768559,0,0.943231441
Aydin,Inci̇rli̇ova,2024,3,1221.66,0,1555.64,,13,0,216,229,0.056768559,0,0.943231441
Aydin,Karacasu,2024,3,747.71,0,491.4,,13,0,216,229,0.056768559,0,0.943231441
Aydin,Karpuzlu,2024,3,71.46,0,1172.58,,13,0,216,229,0.056768559,0,0.943231441
Aydin,Kocarli,2024,3,1867.67,0,2332.28,,13,0,216,229,0.056768559,0,0.943231441
Aydin,Kosk,2024,3,417.95,0,1501.43,,13,0,216,229,0.056768559,0,0.943231441
Aydin,Kusadasi,2024,3,289.91,0,233.1,,13,0,216,229,0.056768559,0,0.943231441
Aydin,Kuyucak,2024,3,259.67,0,3004.7,,13,0,216,229,0.056768559,0,0.943231441
Aydin,Merkez,2024,3,1550.05,0,6070.88,,13,0,216,229,0.056768559,0,0.943231441
Aydin,Nazi̇lli̇,2024,3,1364.42,0,3836.49,,13,0,216,229,0.056768559,0,0.943231441
Aydin,Soke,2024,3,8723.78,0,6256.77,,13,0,216,229,0.056768559,0,0.943231441
Aydin,Sultanhi̇sar,2024,3,663.82,0,977.39,,13,0,216,229,0.056768559,0,0.943231441
Aydin,Yeni̇pazar,2024,3,518.57,0,2069.45,,13,0,216,229,0.056768559,0,0.943231441
Mugla,Bodrum,2024,3,144.16,0,2058.91,,13,0,216,229,0.056768559,0,0.943231441
Mugla,Dalaman,2024,3,323.47,0,1519.29,,13,0,216,229,0.056768559,0,0.943231441
Mugla,Datca,2024,3,98.12,0,327.61,,13,0,216,229,0.056768559,0,0.943231441
Mugla,Fethi̇ye,2024,3,248.54,0,332.94,,13,0,216,229,0.056768559,0,0.943231441
Mugla,Kavaklidere,2024,3,129.82,0,104.46,,13,0,216,229,0.056768559,0,0.943231441
Mugla,Koycegi̇z,2024,3,350.44,0,763.95,,13,0,216,229,0.056768559,0,0.943231441
Mugla,Marmari̇s,2024,3,78.34,0,189.08,,13,0,216,229,0.056768559,0,0.943231441
Mugla,Merkez,2024,3,272.6,0,1836.52,,13,0,216,229,0.056768559,0,0.943231441
Mugla,Mi̇las,2024,3,408.08,0,11848.45,,13,0,216,229,0.056768559,0,0.943231441
Mugla,Ortaca,2024,3,115.52,0,1543.85,,13,0,216,229,0.056768559,0,0.943231441
Mugla,Seydi̇kemer,2024,3,822.02,0,5449.14,,13,0,216,229,0.056768559,0,0.943231441
Mugla,Ula,2024,3,131.83,0,2266.37,,13,0,216,229,0.056768559,0,0.943231441
Mugla,Yatagan,2024,3,247.35,0,3084.12,,13,0,216,229,0.056768559,0,0.943231441
Gaziantep,Araban,2024,3,2758.29,291.2,11300.53,,10,6,211,227,0.044052863,0.026431718,0.929515419
Gaziantep,Islahi̇ye,2024,3,805.36,681.36,14681.94,,10,6,211,227,0.044052863,0.026431718,0.929515419
Gaziantep,Karkamis,2024,3,5451.2,1027.22,2353.92,,10,6,211,227,0.044052863,0.026431718,0.929515419
Gaziantep,Merkez,2024,3,2534.04,508.96,2321.11,,10,6,211,227,0.044052863,0.026431718,0.929515419
Gaziantep,Ni̇zi̇p,2024,3,10490.24,1402.64,1385.63,,10,6,211,227,0.044052863,0.026431718,0.929515419
Gaziantep,Nurdagi,2024,3,524.28,346.67,12785.41,,10,6,211,227,0.044052863,0.026431718,0.929515419
Gaziantep,Oguzeli̇,2024,3,15749.13,381.1,16131.2,,10,6,211,227,0.044052863,0.026431718,0.929515419
Gaziantep,Sahi̇nbey,2024,3,3078.97,1167,13595.36,,10,6,211,227,0.044052863,0.026431718,0.929515419
Gaziantep,Yavuzeli̇,2024,3,1748.31,258.86,3610.29,,10,6,211,227,0.044052863,0.026431718,0.929515419
Kilis,Elbeyli̇,2024,3,3969.15,205.64,8607.83,,10,6,211,227,0.044052863,0.026431718,0.929515419
Kilis,Merkez,2024,3,5435.02,962.6,6995.04,,10,6,211,227,0.044052863,0.026431718,0.929515419
Kilis,Musabeyli̇,2024,3,842.13,795.06,1551.03,,10,6,211,227,0.044052863,0.026431718,0.929515419
Kilis,Polateli̇,2024,3,624.1,113.27,2733.66,,10,6,211,227,0.044052863,0.026431718,0.929515419
Kahramanmaras,Afsi̇n,2024,3,1639.95,32.27,459.34,,5,3,105,113,0.044247788,0.026548673,0.92920354
Kahramanmaras,Andirin,2024,3,529.11,22.69,2011.09,,5,3,105,113,0.044247788,0.026548673,0.92920354
Kahramanmaras,Caglayanceri̇t,2024,3,159.7,62.35,738.63,,5,3,105,113,0.044247788,0.026548673,0.92920354
Kahramanmaras,Dulkadi̇roglu,2024,3,1423.42,469.11,13096.68,,5,3,105,113,0.044247788,0.026548673,0.92920354
Kahramanmaras,Eki̇nozu,2024,3,439.24,57.91,515.73,,5,3,105,113,0.044247788,0.026548673,0.92920354
Kahramanmaras,Elbi̇stan,2024,3,1833.65,49.51,425.34,,5,3,105,113,0.044247788,0.026548673,0.92920354
Kahramanmaras,Goksun,2024,3,353.02,59.14,909.37,,5,3,105,113,0.044247788,0.026548673,0.92920354
Kahramanmaras,Nurhak,2024,3,199.84,122.8,1008.19,,5,3,105,113,0.044247788,0.026548673,0.92920354
Kahramanmaras,Oni̇ki̇ Subat,2024,3,1434.31,456.56,5324.01,,5,3,105,113,0.044247788,0.026548673,0.92920354
